Company Name,Customer Class,Product,Effective Start Date (mm/dd/yyyy),Effective End Date(mm/dd/yyyy),Contract Length(months),Electricity $/kWh,Service Area
"Sandstone Energy","Home,Small Business,Farm","LO Export MicroGen Solar Club Rate","03/22/2023","10/31/2023","36",="0.125","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Sandstone Energy","Farm","HI Export Irrigation MicroGen Solar Club Rate","03/22/2023","04/29/2024","36",="0.2853","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Guardian Utilities","Home,Small Business,Farm","3 Year Discount Electricity Rate (+ Prudential)","03/22/2023","10/31/2023","36",="0.119","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Myrnam REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,UtilityNet,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Alberta Cooperative Energy (ACE)","Home,Small Business,Farm","Fixed LOW Year-Round Micro-gen Rate $0.1380 + EMR / kWh - 5 Yr Term","03/31/2023","01/07/2024","60",="0.138","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Sterling REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Peace Power","Home,Small Business,Farm","1-Yr Fixed Electricity 13.99¢/kWh","04/01/2023","08/20/2024","12",="0.1399","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Town of Cardston,Town of Ponoka"
"UtilitySimple","Home,Small Business","1 Year Discounted Electricity Rate","04/01/2023","04/01/2024","12",="0.1399","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Town of Cardston,Town of Ponoka"
"AltaConnect","Home,Small Business,Farm","1-A Variable Electricity Rate Plan","04/01/2024","04/30/2024","1",="0.0655","ATCO Electric,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta"
"Ascend Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0987","ATCO Electric"
"Ascend Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0934","ATCO Electric"
"Ascend Energy","Farm","Wholesale","04/01/2024","04/30/2024","1",="0.09689999","ATCO Electric"
"Ascend Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0957","ENMAX"
"Ascend Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0936","ENMAX"
"Ascend Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0938","City of Red Deer"
"Ascend Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0938","City of Red Deer"
"Ascend Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0947","Town of Cardston"
"Ascend Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0947","Town of Cardston"
"Ascend Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0934","Town of Ponoka"
"Ascend Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0934","Town of Ponoka"
"Ascend Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0938","EPCOR"
"Ascend Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0938","EPCOR"
"Ascend Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.093","FortisAlberta"
"Ascend Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0938","FortisAlberta"
"Ascend Energy","Farm","Wholesale","04/01/2024","04/30/2024","1",="0.0937","FortisAlberta"
"Ascend Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0943","City of Lethbridge"
"Ascend Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0943","City of Lethbridge"
"Wetaskiwin Power","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0957","ATCO Electric"
"Wetaskiwin Power","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.09029999","ATCO Electric"
"Wetaskiwin Power","Farm","Wholesale","04/01/2024","04/30/2024","1",="0.0938","ATCO Electric"
"Wetaskiwin Power","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0926","ENMAX"
"Wetaskiwin Power","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0905","ENMAX"
"Wetaskiwin Power","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0907","City of Red Deer"
"Wetaskiwin Power","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0907","City of Red Deer"
"Wetaskiwin Power","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0917","Town of Cardston"
"Wetaskiwin Power","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0917","Town of Cardston"
"Wetaskiwin Power","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0904","Town of Ponoka"
"Wetaskiwin Power","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0904","Town of Ponoka"
"Wetaskiwin Power","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0908","EPCOR"
"Wetaskiwin Power","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0908","EPCOR"
"Wetaskiwin Power","Home","Wholesale","04/01/2024","04/30/2024","1",="0.09","FortisAlberta"
"Wetaskiwin Power","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0908","FortisAlberta"
"Wetaskiwin Power","Farm","Wholesale","04/01/2024","04/30/2024","1",="0.09060001","FortisAlberta"
"Wetaskiwin Power","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0913","City of Lethbridge"
"Wetaskiwin Power","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0913","City of Lethbridge"
"Rocky Mountain Community Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0949","ATCO Electric"
"Rocky Mountain Community Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0883","ATCO Electric"
"Rocky Mountain Community Energy","Farm","Wholesale","04/01/2024","04/30/2024","1",="0.093","ATCO Electric"
"Rocky Mountain Community Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0918","ENMAX"
"Rocky Mountain Community Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.08970001","ENMAX"
"Rocky Mountain Community Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.09","City of Red Deer"
"Rocky Mountain Community Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.09","City of Red Deer"
"Rocky Mountain Community Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0909","Town of Cardston"
"Rocky Mountain Community Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0909","Town of Cardston"
"Rocky Mountain Community Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0896","Town of Ponoka"
"Rocky Mountain Community Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0896","Town of Ponoka"
"Rocky Mountain Community Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.09","EPCOR"
"Rocky Mountain Community Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.09","EPCOR"
"Rocky Mountain Community Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0892","FortisAlberta"
"Rocky Mountain Community Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.09","FortisAlberta"
"Rocky Mountain Community Energy","Farm","Wholesale","04/01/2024","04/30/2024","1",="0.08979999","FortisAlberta"
"Rocky Mountain Community Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0905","City of Lethbridge"
"Rocky Mountain Community Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0905","City of Lethbridge"
"Airdrie Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0936","ATCO Electric"
"Airdrie Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.087","ATCO Electric"
"Airdrie Energy","Farm","Wholesale","04/01/2024","04/30/2024","1",="0.0904","ATCO Electric"
"Airdrie Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0905","ENMAX"
"Airdrie Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0884","ENMAX"
"Airdrie Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0887","City of Red Deer"
"Airdrie Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0887","City of Red Deer"
"Airdrie Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0896","Town of Cardston"
"Airdrie Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0896","Town of Cardston"
"Airdrie Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0883","Town of Ponoka"
"Airdrie Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0883","Town of Ponoka"
"Airdrie Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0887","EPCOR"
"Airdrie Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0887","EPCOR"
"Airdrie Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0879","FortisAlberta"
"Airdrie Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0887","FortisAlberta"
"Airdrie Energy","Farm","Wholesale","04/01/2024","04/30/2024","1",="0.0885","FortisAlberta"
"Airdrie Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0892","City of Lethbridge"
"Airdrie Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0892","City of Lethbridge"
"Abode Power","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0944","ATCO Electric"
"Abode Power","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0891","ATCO Electric"
"Abode Power","Farm","Wholesale","04/01/2024","04/30/2024","1",="0.0929","ATCO Electric"
"Abode Power","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0917","ENMAX"
"Abode Power","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0896","ENMAX"
"Abode Power","Home","Wholesale","04/01/2024","04/30/2024","1",="0.08989999","City of Red Deer"
"Abode Power","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.08989999","City of Red Deer"
"Abode Power","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0908","Town of Cardston"
"Abode Power","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0908","Town of Cardston"
"Abode Power","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0895","Town of Ponoka"
"Abode Power","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0895","Town of Ponoka"
"Abode Power","Home","Wholesale","04/01/2024","04/30/2024","1",="0.08989999","EPCOR"
"Abode Power","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.08989999","EPCOR"
"Abode Power","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0891","FortisAlberta"
"Abode Power","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.08989999","FortisAlberta"
"Abode Power","Farm","Wholesale","04/01/2024","04/30/2024","1",="0.08970001","FortisAlberta"
"Abode Power","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0904","City of Lethbridge"
"Abode Power","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0904","City of Lethbridge"
"Azgard Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0956","ATCO Electric"
"Azgard Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.08899999","ATCO Electric"
"Azgard Energy","Farm","Wholesale","04/01/2024","04/30/2024","1",="0.0937","ATCO Electric"
"Azgard Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0925","ENMAX"
"Azgard Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0904","ENMAX"
"Azgard Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0907","City of Red Deer"
"Azgard Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0907","City of Red Deer"
"Azgard Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0916","Town of Cardston"
"Azgard Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0916","Town of Cardston"
"Azgard Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.09029999","Town of Ponoka"
"Azgard Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.09029999","Town of Ponoka"
"Azgard Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0907","EPCOR"
"Azgard Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0907","EPCOR"
"Azgard Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.08989999","FortisAlberta"
"Azgard Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0907","FortisAlberta"
"Azgard Energy","Farm","Wholesale","04/01/2024","04/30/2024","1",="0.0905","FortisAlberta"
"Azgard Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0912","City of Lethbridge"
"Azgard Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0912","City of Lethbridge"
"Headwaters Utility","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0943","ATCO Electric"
"Headwaters Utility","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.08899999","ATCO Electric"
"Headwaters Utility","Farm","Wholesale","04/01/2024","04/30/2024","1",="0.0925","ATCO Electric"
"Headwaters Utility","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0926","ENMAX"
"Headwaters Utility","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0905","ENMAX"
"Headwaters Utility","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0907","City of Red Deer"
"Headwaters Utility","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0907","City of Red Deer"
"Headwaters Utility","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0916","Town of Cardston"
"Headwaters Utility","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0916","Town of Cardston"
"Headwaters Utility","Home","Wholesale","04/01/2024","04/30/2024","1",="0.09029999","Town of Ponoka"
"Headwaters Utility","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.09029999","Town of Ponoka"
"Headwaters Utility","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0916","EPCOR"
"Headwaters Utility","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0916","EPCOR"
"Headwaters Utility","Home","Wholesale","04/01/2024","04/30/2024","1",="0.09","FortisAlberta"
"Headwaters Utility","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0907","FortisAlberta"
"Headwaters Utility","Farm","Wholesale","04/01/2024","04/30/2024","1",="0.09060001","FortisAlberta"
"Headwaters Utility","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0912","City of Lethbridge"
"Headwaters Utility","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0912","City of Lethbridge"
"Guardian Utilities","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0956","ATCO Electric"
"Guardian Utilities","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.08899999","ATCO Electric"
"Guardian Utilities","Farm","Wholesale","04/01/2024","04/30/2024","1",="0.0924","ATCO Electric"
"Guardian Utilities","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0925","ENMAX"
"Guardian Utilities","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0904","ENMAX"
"Guardian Utilities","Home","Wholesale","04/01/2024","04/30/2024","1",="0.09060001","City of Red Deer"
"Guardian Utilities","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.09060001","City of Red Deer"
"Guardian Utilities","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0916","Town of Cardston"
"Guardian Utilities","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0916","Town of Cardston"
"Guardian Utilities","Home","Wholesale","04/01/2024","04/30/2024","1",="0.09029999","Town of Ponoka"
"Guardian Utilities","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.09029999","Town of Ponoka"
"Guardian Utilities","Home","Wholesale","04/01/2024","04/30/2024","1",="0.09060001","EPCOR"
"Guardian Utilities","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.09060001","EPCOR"
"Guardian Utilities","Home","Wholesale","04/01/2024","04/30/2024","1",="0.08989999","FortisAlberta"
"Guardian Utilities","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0907","FortisAlberta"
"Guardian Utilities","Farm","Wholesale","04/01/2024","04/30/2024","1",="0.0905","FortisAlberta"
"Guardian Utilities","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0912","City of Lethbridge"
"Guardian Utilities","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0912","City of Lethbridge"
"Shared Value Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0941","ATCO Electric"
"Shared Value Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0888","ATCO Electric"
"Shared Value Energy","Farm","Wholesale","04/01/2024","04/30/2024","1",="0.0923","ATCO Electric"
"Shared Value Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0924","ENMAX"
"Shared Value Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.09029999","ENMAX"
"Shared Value Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0905","City of Red Deer"
"Shared Value Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0905","City of Red Deer"
"Shared Value Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0914","Town of Cardston"
"Shared Value Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0914","Town of Cardston"
"Shared Value Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.09010001","Town of Ponoka"
"Shared Value Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.09010001","Town of Ponoka"
"Shared Value Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0914","EPCOR"
"Shared Value Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0914","EPCOR"
"Shared Value Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.08979999","FortisAlberta"
"Shared Value Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0905","FortisAlberta"
"Shared Value Energy","Farm","Wholesale","04/01/2024","04/30/2024","1",="0.0904","FortisAlberta"
"Shared Value Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.09100001","City of Lethbridge"
"Shared Value Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.09100001","City of Lethbridge"
"XOOM Energy Canada","Small Business","BizLock 36","04/01/2024","04/30/2024","36",="0.0999","Apex Utilities Inc.,ATCO Gas North,ATCO Gas South,City of Lethbridge"
"XOOM Energy Canada","Small Business","BizLock 36","04/01/2024","04/30/2024","36",="0.1029","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South"
"XOOM Energy Canada","Small Business","BizLock 36","04/01/2024","04/30/2024","36",="0.1009","Apex Utilities Inc.,ATCO Gas North,ATCO Gas South,EPCOR"
"XOOM Energy Canada","Home","SureLock 36","04/01/2024","04/30/2024","36",="0.1039","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,City of Lethbridge,ENMAX,EPCOR,FortisAlberta,Mayerthorpe &amp; Dist. REA Ltd.,Stony Plain REA Ltd.,West Liberty REA Ltd.,West Wetaskiwin REA Ltd."
"XOOM Energy Canada","Small Business","BizLock 36","04/01/2024","04/30/2024","36",="0.0949","Apex Utilities Inc.,ATCO Gas North,ATCO Gas South,FortisAlberta,Mayerthorpe &amp; Dist. REA Ltd.,Stony Plain REA Ltd.,West Liberty REA Ltd.,West Wetaskiwin REA Ltd."
"XOOM Energy Canada","Small Business","BizLock 36","04/01/2024","04/30/2024","36",="0.1019","Apex Utilities Inc.,ATCO Gas North,ATCO Gas South,ENMAX"
"Link Energy","Home","1-A Variable Electricity Rate Plan","04/01/2024","04/30/2024","1",="0.0655","ATCO Electric,ATCO Gas North,ATCO Gas South,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta"
"Town of Cardston","Home","Cardston RRO April 2024 Residential","04/01/2024","04/30/2024","0",="0.12909","Town of Cardston"
"Town of Cardston","Small Business","Cardston RRO April 2024 Commercial","04/01/2024","04/30/2024","0",="0.12397","Town of Cardston"
"City of Red Deer","Small Business","Red Deer RRO April 2024 Commercial","04/01/2024","04/30/2024","0",="0.12914","City of Red Deer"
"City of Red Deer","Home","Red Deer RRO April 2024 Residential","04/01/2024","04/30/2024","0",="0.13168","City of Red Deer"
"Vector Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0952","ATCO Electric"
"Vector Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.08899999","ATCO Electric"
"Vector Energy","Farm","Wholesale","04/01/2024","04/30/2024","1",="0.0934","ATCO Electric"
"Vector Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0926","ENMAX"
"Vector Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0905","ENMAX"
"Vector Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0907","City of Red Deer"
"Vector Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0907","City of Red Deer"
"Vector Energy","Home","Wholesale","04/01/2024","04/30/2024","1",="0.0916","Town of Cardston"
"Vector Energy","Small Business","Wholesale","04/01/2024","04/30/2024","1",="0.0916","Town of Cardston"
